customer_id,age,gender,region,plan_type,months_active,monthly_fee,medical_consultations,app_clashes,primary_device,days_since_last_sync,promocode_applied,target_churn,expected_health_ltv
0fa1597f-4adc-4b32,,Female,North,Standard,53.0,82.64,8.0,8.0,Desktop,5.0,0.0,1,6547.43
e2bd2af0-bafd-4857,42.0,Female,South,Standard,52.0,93.55,16.0,0.0,Tablet,7.0,0.0,0,7232.3
f78a9d8d-f48d-4e4a,44.0,Male,North,Basic,27.0,34.67,4.0,0.0,Mobile,11.0,1.0,0,1589.39
4e654f83-6d32-4e49,54.0,Female,North,Basic,1.0,39.67,5.0,1.0,Mobile,5.0,1.0,0,912.97
7021654a-8f30-4a0c,56.0,Female,East,Basic,19.0,92.92,8.0,1.0,Desktop,9.0,1.0,1,2582.79
7bcca6f5-1ba1-4bf5,45.0,Female,South,Standard,43.0,39.23,12.0,2.0,Mobile,2.0,0.0,0,3123.83
c5ec7444-9843-4241,56.0,Female,North,Basic,21.0,49.49,8.0,0.0,Mobile,30.0,1.0,1,2185.61
b7f8014e-f35c-40f8,49.0,Male,South,Premium,24.0,48.23,11.0,0.0,Mobile,5.0,1.0,0,3863.3
09df0388-6bf0-4043,45.0,Male,West,Standard,3.0,81.48,7.0,4.0,Mobile,3.0,1.0,1,1347.45
2d0ed4d3-d6ee-4956,62.0,Female,South,Premium,66.0,72.4,6.0,1.0,Tablet,6.0,0.0,1,8983.12
2c85a41b-e5f2-4b6f,75.0,female,East,Basic,40.0,27.45,5.0,2.0,Tablet,1.0,0.0,1,2189.73
979a2414-fe2f-4462,47.0,Female,South,Standard,62.0,68.96,11.0,1.0,Desktop,14.0,1.0,1,6767.03
2ad7a21c-f6fc-454b,44.0,Male,West,Standard,43.0,35.32,3.0,0.0,Mobile,18.0,0.0,1,2529.51
ea376540-2c00-44b0,37.0,Female,West,Standard,56.0,47.63,6.0,2.0,Mobile,7.0,0.0,1,4803.86
c839b281-e246-4dcc,29.0,Male,East,Premium,56.0,21.68,5.0,1.0,Desktop,4.0,0.0,1,2902.97
67b57dcd-742b-4665,33.0,Female,North,Basic,14.0,94.81,7.0,3.0,Mobile,2.0,0.0,1,2208.53
98e68960-a32a-4f9d,41.0,Female,North,Standard,4.0,35.59,11.0,4.0,Mobile,4.0,0.0,1,975.4
78a1c7bf-feaa-423d,33.0,Male,West,Standard,19.0,39.82,8.0,1.0,Desktop,9.0,0.0,0,2071.95
7e094cab-a20e-4bcf,32.0,Female,North,Basic,19.0,81.02,8.0,1.0,Desktop,3.0,0.0,1,1844.46
539b9edd-4274-4ab8,53.0,Male,North,Basic,15.0,21.9,7.0,1.0,Mobile,5.0,0.0,0,1052.51
bde5f72b-7034-4c6c,48.0,Male,West,Basic,37.0,22.08,11.0,0.0,Mobile,6.0,1.0,1,1913.36
ad05c9d6-5d0f-4ec4,30.0,Female,West,Basic,40.0,69.52,4.0,0.0,Mobile,16.0,0.0,1,3174.46
852a46ef-2952-42b6,37.0,Female,North,Standard,25.0,41.58,8.0,2.0,Mobile,12.0,0.0,1,2154.75
ee61f831-9ade-4f31,50.0,Female,North,Premium,50.0,67.4,6.0,0.0,Tablet,15.0,0.0,1,6637.78
72ec2e40-050e-4d55,44.0,female,East,Basic,5.0,71.02,7.0,2.0,Tablet,6.0,0.0,1,757.02
aa6ed9d1-1d54-437d,47.0,female,North,Basic,26.0,86.25,8.0,9.0,Mobile,2.0,0.0,1,2897.18
52224e27-77ef-4a44,34.0,Female,South,Standard,12.0,27.52,6.0,1.0,Mobile,3.0,1.0,1,762.67
4853bda4-b588-42d8,45.0,Male,West,STANDARD,27.0,77.11,9.0,0.0,Tablet,2.0,0.0,1,4027.55
28988cce-ef8d-4eca,28.0,Female,East,Standard,68.0,94.39,9.0,2.0,Mobile,12.0,0.0,0,8662.35
831473e2-ac50-493a,40.0,Male,South,Standard,1.0,44.03,7.0,2.0,Mobile,4.0,1.0,1,941.37
8a88dd21-d813-468d,35.0,female,West,Premium,49.0,29.02,6.0,4.0,Tablet,16.0,0.0,1,3395.78
1e8c43f8-4c8e-4fa8,30.0,Female,North,Standard,24.0,73.44,4.0,3.0,Tablet,6.0,0.0,1,2907.2
2c9f7589-0eac-467b,48.0,Male,North,Basic,32.0,93.08,11.0,2.0,Desktop,5.0,1.0,1,3452.54
c9c734e2-26a4-4045,39.0,female,North,Premium,30.0,44.82,7.0,3.0,Mobile,1.0,1.0,0,3173.42
2e15f8eb-ff31-47c6,54.0,Male,East,STANDARD,11.0,58.2,5.0,0.0,Desktop,5.0,0.0,0,2456.62
782b2593-8574-4d2f,35.0,Male,South,Basic,10.0,93.35,3.0,1.0,Tablet,0.0,1.0,1,1368.97
0a6007f4-7e65-4753,35.0,MALE,West,Standard,1.0,35.89,9.0,1.0,Mobile,2.0,0.0,1,1126.44
e08657f2-48cb-45f8,53.0,Female,North,Standard,67.0,86.38,7.0,1.0,Tablet,6.0,0.0,0,8626.75
2d5d371d-7ee0-4f79,59.0,Female,West,Prem.,67.0,78.72,4.0,0.0,Desktop,9.0,0.0,1,9699.99
43137969-c908-4764,37.0,Male,East,STANDARD,59.0,65.15,8.0,1.0,Mobile,19.0,0.0,0,5649.57
11556fde-f4f9-4ea3,35.0,Female,South,Standard,54.0,65.68,8.0,4.0,Desktop,20.0,0.0,1,5545.01
399205c2-7d05-4459,54.0,Female,West,Basic,34.0,76.82,7.0,1.0,Desktop,7.0,0.0,1,3264.95
ccfdb461-aa8c-4388,51.0,Male,North,Standard,42.0,40.94,8.0,3.0,Desktop,4.0,0.0,1,3378.6
3428a4e0-963f-4399,40.0,Female,West,Basic,65.0,75.32,8.0,0.0,Tablet,5.0,0.0,1,5450.88
553a5057-37ea-4296,,Male,South,Basic,46.0,76.18,7.0,2.0,Tablet,,0.0,1,4280.28
cc2a9b64-a8c5-4cc2,49.0,Female,North,Premium,28.0,46.55,7.0,1.0,Mobile,14.0,0.0,0,2964.67
786c9496-7a57-4dbc,39.0,Male,West,Basic,61.0,62.88,5.0,0.0,Desktop,6.0,1.0,1,4616.27
d68dc19a-a1e2-4bb1,32.0,Female,West,Standard,63.0,42.98,5.0,1.0,Desktop,2.0,0.0,1,4445.56
84872e55-b93e-4794,46.0,Male,South,Standard,20.0,65.86,8.0,1.0,Mobile,3.0,0.0,1,2623.72
cbc735fe-32fc-4306,19.0,Male,South,Premium,68.0,68.13,7.0,0.0,Desktop,2.0,1.0,0,8300.0
2c7ab9b6-c8ee-4314,47.0,Female,East,Basic,38.0,77.94,5.0,0.0,Mobile,6.0,0.0,1,3511.09
6cfb36ab-4bc1-4634,54.0,Male,East,Standard,40.0,57.67,9.0,0.0,Desktop,2.0,1.0,0,4048.66
304616d3-78d4-4a26,46.0,Male,East,Premium,50.0,60.29,8.0,0.0,Mobile,5.0,0.0,0,5953.28
45e30ef8-3141-43a9,57.0,Female,West,basic_plan,49.0,86.75,12.0,2.0,Desktop,2.0,0.0,1,5446.25
92f3cb2c-3b4c-4b7c,41.0,Male,South,basic_plan,65.0,53.1,9.0,0.0,Mobile,3.0,0.0,0,4961.99
4682acff-f8cd-46f7,38.0,MALE,North,Standard,28.0,45.14,6.0,0.0,Mobile,9.0,0.0,0,3045.97
998a06d9-2e94-4081,38.0,Male,East,Basic,65.0,24.53,7.0,2.0,Desktop,3.0,0.0,1,2474.52
fc88ca4a-ecb5-4cf6,,Male,West,Standard,20.0,94.19,14.0,3.0,Mobile,7.0,0.0,0,4009.09
7af9f998-7fe8-4fed,23.0,Male,East,Standard,21.0,55.05,5.0,2.0,Desktop,2.0,1.0,1,2377.92
9eb937de-e58f-4dcb,44.0,Male,North,Premium,40.0,80.09,7.0,0.0,Tablet,0.0,0.0,0,6444.17
676c8a28-e0db-460c,42.0,Male,North,Basic,40.0,15.14,8.0,0.0,Mobile,1.0,0.0,0,1818.49
6ccaecc7-4dfd-487b,51.0,Female,North,Basic,29.0,52.8,8.0,2.0,Desktop,13.0,0.0,0,2490.65
9743ad4e-c3d4-4102,59.0,Male,West,Premium,21.0,62.75,11.0,0.0,Desktop,0.0,0.0,0,4757.46
f775daba-1fcf-4211,36.0,Male,North,Standard,44.0,53.71,8.0,4.0,Mobile,4.0,1.0,0,3186.29
1245e254-342b-4776,39.0,Male,East,Standard,34.0,26.04,6.0,3.0,Mobile,0.0,0.0,1,1426.86
6958ca6b-a80f-4dcc,52.0,Female,West,Basic,28.0,79.28,5.0,1.0,Mobile,7.0,1.0,1,3139.94
19735b2f-c96e-433c,37.0,Male,East,Premium,44.0,18.26,6.0,2.0,Mobile,1.0,1.0,1,2090.61
6235d6b9-eb4b-45c3,43.0,Female,East,basic_plan,40.0,60.14,5.0,4.0,Mobile,2.0,0.0,1,3516.09
804bc972-405d-4b8a,39.0,Female,North,Basic,60.0,65.59,10.0,0.0,Tablet,8.0,1.0,0,4471.01
3f921b96-5e6d-4c71,57.0,Female,North,Standard,47.0,46.06,9.0,0.0,Desktop,10.0,1.0,1,4044.43
b6921715-5a56-4dbc,45.0,Female,North,Standard,30.0,85.03,9.0,1.0,Mobile,8.0,1.0,1,4936.05
492470c1-e8b4-47ef,40.0,Female,South,Basic,37.0,62.23,7.0,0.0,Desktop,7.0,0.0,0,2447.71
343617ff-f741-4ff5,57.0,Female,West,Standard,25.0,32.37,10.0,0.0,Mobile,7.0,0.0,0,2191.19
500f515d-898a-465a,43.0,Male,North,Standard,37.0,74.96,10.0,0.0,Desktop,8.0,0.0,0,4825.58
59ce0022-5c1c-4c7c,55.0,Male,South,Premium,50.0,48.29,5.0,0.0,Mobile,1.0,1.0,0,5488.94
72615c85-759e-42ab,45.0,Male,North,Standard,25.0,54.57,2.0,2.0,Tablet,3.0,0.0,0,3269.54
4fe59387-626d-4665,47.0,Female,East,Basic,55.0,15.0,8.0,3.0,Tablet,26.0,1.0,1,1462.05
f1862d7f-17f4-4aa4,28.0,Female,South,Basic,39.0,22.33,5.0,1.0,Mobile,6.0,0.0,1,975.71
5f6dc4d0-6e67-4770,46.0,Female,North,Standard,26.0,32.44,9.0,0.0,Mobile,11.0,1.0,0,1810.54
2f6017d8-1954-46ed,39.0,Male,North,Premium,25.0,80.52,7.0,0.0,Mobile,1.0,0.0,0,3936.56
93f0d64d-538b-44c6,50.0,Female,South,Basic,16.0,45.07,11.0,0.0,Desktop,8.0,0.0,0,1373.79
b69b13b1-d741-406b,52.0,Male,East,Basic,8.0,54.83,5.0,2.0,Desktop,3.0,0.0,1,1507.4
6737f7e4-37e4-454e,58.0,Female,North,Basic,40.0,34.9,10.0,1.0,Desktop,1.0,0.0,1,2818.79
c7395f09-49ee-4d26,28.0,Female,West,Premium,45.0,15.83,5.0,2.0,Mobile,11.0,0.0,1,1823.74
631f8966-33fe-4e1c,42.0,Female,South,basic_plan,2.0,16.44,11.0,0.0,Mobile,3.0,0.0,0,1071.38
ba8516a6-0d10-422b,56.0,Male,North,Basic,21.0,84.36,2.0,4.0,Desktop,2.0,0.0,1,2366.61
11a93a4e-274b-425c,58.0,Female,South,Standard,1.0,48.55,10.0,4.0,Tablet,3.0,1.0,1,1603.43
7dc16467-744f-438c,43.0,Male,West,Basic,15.0,18.03,6.0,3.0,Mobile,7.0,0.0,1,788.81
23c6fd34-2ee0-4940,65.0,Male,West,Basic,15.0,71.53,10.0,0.0,Mobile,2.0,1.0,1,1636.51
71dc8b3a-9c07-4bc0,55.0,Male,West,Basic,5.0,46.51,11.0,3.0,Desktop,5.0,1.0,1,1514.48
bce8d12f-bb91-43a6,48.0,Female,East,Basic,8.0,73.53,7.0,3.0,Desktop,,1.0,1,1055.16
602bf8bb-ffed-4950,50.0,MALE,North,Standard,43.0,42.25,12.0,1.0,Mobile,3.0,0.0,1,3766.89
93402da9-e918-4640,54.0,Female,South,Basic,20.0,34.28,11.0,3.0,Desktop,2.0,1.0,1,2023.97
514029f2-6368-468c,24.0,Male,North,Standard,6.0,60.15,3.0,0.0,Mobile,2.0,0.0,0,555.69
6ed89298-1579-475f,31.0,Female,South,Basic,63.0,40.83,8.0,0.0,Mobile,5.0,0.0,0,2962.91
3ff79ccc-fc4a-4864,,Female,East,Basic,30.0,52.18,7.0,5.0,Desktop,12.0,0.0,1,2563.34
ae3a7839-7311-4781,40.0,Female,North,Basic,28.0,76.11,9.0,1.0,Desktop,3.0,0.0,1,3235.16
78a578a7-8290-4b0d,32.0,Female,East,Standard,18.0,83.07,10.0,5.0,Desktop,0.0,1.0,1,3449.15
ae25a950-fe01-47cf,45.0,Male,East,Standard,66.0,90.34,7.0,1.0,Mobile,8.0,0.0,1,8518.42
3f96cf9e-886f-41bf,33.0,Female,South,Premium,18.0,20.55,7.0,0.0,Mobile,7.0,1.0,0,1827.8
224f86d8-d99b-445c,47.0,female,North,Basic,68.0,49.25,10.0,1.0,Tablet,6.0,1.0,0,4431.21
ae3a2a47-99a4-4d83,50.0,Male,West,Basic,25.0,79.93,6.0,2.0,Mobile,24.0,0.0,1,2909.27
b14819d2-7778-463e,34.0,Male,North,Basic,29.0,21.42,9.0,0.0,Mobile,1.0,0.0,0,1131.01
2d32f8cf-df6f-4319,41.0,Male,South,Standard,3.0,26.36,6.0,1.0,Mobile,2.0,0.0,1,948.17
33e60e4d-90c6-4f03,39.0,Male,West,Standard,41.0,55.16,10.0,0.0,Mobile,6.0,0.0,0,4108.99
4d49c572-b15c-4023,46.0,Female,North,Standard,29.0,58.56,8.0,0.0,Mobile,4.0,0.0,0,3231.28
fc865349-1cdc-4984,43.0,Female,East,Basic,62.0,20.01,7.0,2.0,Mobile,0.0,0.0,0,2908.93
d2d056e0-8065-4b6c,57.0,MALE,East,Standard,62.0,83.85,8.0,1.0,Desktop,9.0,0.0,1,7549.83
057851b9-e696-4d70,,Male,West,STANDARD,11.0,89.01,6.0,0.0,Mobile,18.0,1.0,0,2162.64
3d222539-91d1-4af5,40.0,Male,South,Premium,39.0,23.5,11.0,1.0,Tablet,2.0,0.0,0,2698.95
f08914c5-a609-48ce,47.0,Female,South,Basic,8.0,24.83,2.0,1.0,Mobile,1.0,1.0,0,1089.38
b938cda7-93d2-461c,57.0,Female,East,Standard,56.0,63.46,9.0,1.0,Desktop,4.0,1.0,0,5401.24
cc71d5d7-ed73-46d1,31.0,Male,East,Basic,52.0,64.26,9.0,2.0,Desktop,4.0,0.0,1,4502.38
e2196259-5f50-4165,43.0,Female,West,Basic,62.0,38.3,9.0,2.0,Desktop,6.0,0.0,1,2889.43
9a0e2067-c554-4a88,42.0,Male,North,Basic,58.0,38.52,6.0,1.0,Desktop,1.0,1.0,1,2641.77
46acaed6-9b73-495c,60.0,Female,South,Basic,43.0,81.5,4.0,2.0,Desktop,0.0,0.0,0,3979.08
6f96afdf-b9e2-4164,50.0,Female,South,Basic,28.0,85.12,7.0,0.0,Mobile,4.0,0.0,1,3231.81
0522004a-ef4f-4a47,36.0,Male,South,Standard,70.0,53.76,9.0,3.0,Desktop,13.0,1.0,1,5540.89
bbbc3753-f479-4ebf,23.0,Female,East,Basic,2.0,86.57,9.0,1.0,Mobile,12.0,0.0,1,919.48
c314423c-e595-473b,29.0,Male,North,Basic,63.0,54.72,8.0,7.0,Tablet,1.0,0.0,1,3622.0
f96a92bf-9468-4472,59.0,Female,North,basic_plan,5.0,50.74,8.0,1.0,Desktop,4.0,0.0,1,1236.38
433685c8-98c0-476e,34.0,Male,East,Basic,39.0,49.52,14.0,0.0,Mobile,6.0,1.0,0,3225.55
9610dc99-e349-4025,30.0,Female,East,Standard,11.0,,6.0,0.0,Desktop,10.0,0.0,1,1391.76
ae1cdd36-7b08-45ed,37.0,Male,West,Standard,65.0,89.14,9.0,0.0,Desktop,3.0,1.0,0,8253.34
957205a1-c678-4353,40.0,Male,North,Standard,15.0,25.48,11.0,0.0,Mobile,2.0,1.0,0,1670.45
bcda20fe-c626-476c,41.0,Female,East,Basic,63.0,63.86,13.0,0.0,Mobile,2.0,0.0,0,5331.72
db7de505-9b20-414d,47.0,Male,South,basic_plan,50.0,24.66,9.0,1.0,Desktop,6.0,0.0,1,2157.71
f1ab9458-4596-4e49,66.0,Female,West,Basic,14.0,18.71,9.0,4.0,Mobile,1.0,0.0,1,1551.9
78ed8190-ec65-424d,31.0,Male,South,Basic,27.0,53.82,8.0,1.0,Desktop,4.0,0.0,0,2459.71
7153be65-5417-496c,37.0,Female,South,Standard,9.0,22.16,9.0,0.0,Mobile,11.0,0.0,0,779.15
451cfa8c-eec9-4b22,47.0,Female,North,Standard,38.0,56.38,8.0,1.0,Desktop,,0.0,0,3943.91
018d2f7f-b3c3-4bfa,35.0,Male,East,Standard,40.0,,8.0,1.0,Mobile,8.0,0.0,1,3549.48
86efc6d1-8e10-4f7e,50.0,Female,South,Standard,29.0,28.07,13.0,0.0,Mobile,10.0,1.0,0,2506.94
7bc9ae2a-f311-4657,29.0,Male,South,Standard,35.0,16.79,7.0,1.0,Desktop,2.0,0.0,1,1808.45
f8db07c8-4356-4030,49.0,Male,East,Basic,19.0,76.13,6.0,0.0,Desktop,2.0,1.0,0,2482.54
72c1a3d4-af29-4017,46.0,Male,West,Premium,54.0,42.17,11.0,1.0,Mobile,16.0,1.0,1,5199.29
0805f26b-7008-4f3d,48.0,Female,North,Basic,69.0,29.81,2.0,0.0,Tablet,1.0,1.0,1,2377.09
f5b9d445-5e8d-485b,47.0,Male,North,Standard,54.0,76.3,7.0,0.0,Mobile,14.0,0.0,0,5217.64
44c3dcd0-c831-4415,43.0,Male,West,Basic,11.0,70.72,7.0,4.0,Tablet,6.0,0.0,1,1212.45
116d0d29-ebef-48de,40.0,Male,South,Basic,51.0,94.77,14.0,0.0,Mobile,4.0,0.0,0,5785.78
fbaf5f70-4a60-4a71,43.0,MALE,North,Basic,14.0,48.84,5.0,10.0,Desktop,0.0,0.0,1,1439.6
d32a8781-f1a5-49e7,45.0,Male,North,Standard,17.0,51.26,11.0,1.0,Desktop,30.0,1.0,1,1762.59
cdf9559b-1395-4f25,28.0,Male,North,Standard,60.0,25.37,13.0,4.0,Mobile,6.0,1.0,1,3233.72
d30323dc-18c2-4560,51.0,Female,East,Premium,62.0,54.39,8.0,2.0,Mobile,7.0,1.0,1,6369.56
8c248232-aa77-457a,51.0,Male,East,Premium,41.0,66.03,6.0,0.0,Desktop,19.0,0.0,1,5567.89
7620130f-8824-4b72,40.0,Male,West,Basic,12.0,63.85,8.0,0.0,Desktop,1.0,0.0,1,1686.48
8aa91909-9718-4779,43.0,Male,North,Basic,65.0,93.15,6.0,4.0,Mobile,28.0,0.0,1,6645.91
7a23e6d9-8326-49f5,27.0,Female,West,Standard,14.0,46.82,7.0,1.0,Desktop,1.0,1.0,0,1823.78
b4b2e1c2-aa26-4008,60.0,Female,West,Standard,42.0,41.77,5.0,2.0,Desktop,7.0,1.0,1,3541.34
94128a6a-3f7c-4fc1,35.0,Male,West,Basic,59.0,44.98,6.0,1.0,Desktop,4.0,0.0,1,3323.08
72b54476-7fd0-463c,18.0,Female,West,Basic,29.0,37.21,5.0,1.0,Desktop,3.0,0.0,1,1734.23
89e4371a-4b5f-4739,52.0,Male,East,Standard,56.0,20.23,5.0,1.0,Mobile,30.0,0.0,1,2414.06
eaa78289-970d-4b43,49.0,Male,South,Basic,3.0,82.6,10.0,0.0,Desktop,1.0,0.0,1,1147.38
699cde9f-01f2-4a8d,40.0,Female,North,Standard,32.0,34.38,4.0,3.0,Desktop,8.0,0.0,1,2069.81
0e6a8d16-b092-4128,42.0,Female,East,Standard,64.0,83.05,13.0,3.0,Mobile,0.0,1.0,0,8070.79
5e09209e-955f-4513,46.0,Male,East,Standard,69.0,53.31,12.0,1.0,Desktop,5.0,0.0,0,6368.59
b42571f6-df43-480c,57.0,Female,East,Basic,26.0,89.57,5.0,0.0,Tablet,2.0,0.0,0,2929.04
eaecc210-9d5c-4927,27.0,Female,West,Basic,62.0,20.84,16.0,1.0,Tablet,14.0,0.0,1,1771.64
46ed453a-d116-4aff,64.0,Female,South,Basic,1.0,92.74,6.0,4.0,Mobile,1.0,1.0,1,877.03
c9ef917a-ad52-4a54,33.0,Female,South,Basic,6.0,59.06,9.0,0.0,Mobile,2.0,0.0,0,999.23
27651064-7f6c-4b2f,44.0,Male,West,Basic,5.0,86.79,7.0,0.0,Tablet,8.0,0.0,1,1070.39
b29e0785-4c3d-412f,42.0,Female,North,Standard,40.0,78.32,12.0,1.0,Desktop,22.0,0.0,1,5139.48
4caf1cd0-5bfb-48be,57.0,Male,North,Premium,8.0,61.42,6.0,0.0,Mobile,6.0,0.0,0,2167.38
0712bc03-a27d-42d5,47.0,Male,West,Standard,39.0,83.01,13.0,2.0,Mobile,5.0,1.0,1,5096.46
2e31fb2c-35d5-4c97,38.0,Male,West,Basic,32.0,40.14,5.0,1.0,Mobile,22.0,1.0,1,1963.54
d002b0b0-9e6a-496d,31.0,Female,North,Standard,4.0,70.11,11.0,1.0,Desktop,8.0,1.0,0,1359.22
7783f37b-abff-4996,34.0,Male,West,Basic,16.0,87.88,9.0,0.0,Desktop,5.0,0.0,0,2289.54
f92ac8f9-562d-43ec,44.0,Female,North,Standard,55.0,38.46,7.0,0.0,Mobile,10.0,1.0,1,3739.1
d51ba6fb-ad0e-4e75,42.0,Male,West,Standard,56.0,77.47,9.0,2.0,Desktop,5.0,1.0,0,6965.48
1e891503-2097-4608,21.0,Male,West,Standard,69.0,62.21,8.0,4.0,Desktop,6.0,0.0,1,5940.98
61c07c08-b737-4c66,70.0,Male,North,Premium,19.0,27.9,5.0,0.0,Mobile,8.0,0.0,0,2203.38
ec32210d-aa27-4a89,55.0,Female,North,Basic,40.0,89.02,7.0,2.0,Desktop,10.0,0.0,1,4631.01
8894aea3-2fd5-4317,36.0,Female,North,Standard,56.0,75.65,11.0,1.0,Mobile,3.0,0.0,1,5829.15
68bff4bf-7f5f-4caa,32.0,Female,East,Standard,59.0,91.85,7.0,0.0,Mobile,0.0,0.0,0,7858.31
8a4f1c27-163d-4dca,61.0,Male,West,Premium,28.0,89.19,8.0,0.0,Mobile,8.0,0.0,0,5752.07
c2ca4af1-c88c-4710,31.0,Male,North,Standard,41.0,34.78,10.0,4.0,Desktop,6.0,1.0,1,2589.1
1bab40b4-d425-4e3e,36.0,Male,South,Basic,38.0,48.3,10.0,1.0,Desktop,1.0,0.0,0,2221.44
443e7893-af4a-4b73,32.0,Female,East,Basic,5.0,73.37,5.0,2.0,Desktop,5.0,0.0,1,810.6
2befe4fe-b6f1-4317,21.0,Male,North,Basic,20.0,57.28,8.0,0.0,Desktop,0.0,0.0,0,1399.73
13bbe243-0adb-40ca,41.0,Female,East,Basic,25.0,49.11,14.0,1.0,Mobile,9.0,1.0,0,2195.52
cb1243cb-2cea-47fd,29.0,Male,West,Basic,29.0,69.56,5.0,2.0,Mobile,17.0,0.0,1,2538.95
270b7a59-75da-4d3f,62.0,Male,West,Basic,45.0,43.16,4.0,0.0,Desktop,14.0,0.0,1,2917.1
6c05b1ab-23c9-4b3d,56.0,Male,East,Basic,50.0,84.99,7.0,2.0,Desktop,9.0,0.0,0,5387.89
5a4c12cc-8f3e-4677,24.0,MALE,South,Standard,65.0,,8.0,0.0,Desktop,1.0,1.0,0,4100.62
9ed3744e-da5e-4fee,52.0,Male,West,Basic,71.0,56.12,8.0,1.0,Mobile,10.0,0.0,0,4660.38
380fa418-8e4e-4a33,25.0,Female,East,Premium,53.0,40.79,10.0,3.0,Tablet,2.0,0.0,1,4554.91
3702fc63-c865-4b22,28.0,Male,West,Basic,21.0,66.5,7.0,0.0,Mobile,6.0,0.0,1,1423.28
69825fb0-9b77-4a2a,,Female,South,Premium,5.0,48.32,10.0,0.0,Mobile,6.0,1.0,0,1822.92
b6d86a78-ea3f-47b6,47.0,Female,West,Basic,47.0,29.47,7.0,0.0,Desktop,4.0,1.0,0,2166.18
8802e115-89cd-40fc,41.0,Male,West,Standard,30.0,79.85,9.0,0.0,Mobile,3.0,0.0,0,4533.81
d2ac23db-1a7a-4e53,28.0,Male,West,basic_plan,35.0,94.59,7.0,0.0,Desktop,1.0,0.0,1,3716.43
6e1ebade-9954-45fe,18.0,Male,North,Standard,27.0,44.78,14.0,0.0,Mobile,3.0,0.0,0,2667.47
d50f3b93-bf2f-4b18,22.0,Female,West,Basic,70.0,77.52,11.0,4.0,Tablet,5.0,1.0,1,6302.11
809a78ec-6bbc-4cb1,50.0,Female,South,Basic,19.0,23.66,7.0,1.0,Tablet,3.0,0.0,1,839.82
b02e6a91-6eb5-4d79,18.0,Female,West,Basic,43.0,51.26,15.0,0.0,Tablet,3.0,0.0,0,3141.46
946526a8-6e12-4f22,58.0,Female,East,Premium,58.0,73.25,8.0,1.0,Mobile,1.0,0.0,0,8309.96
134251d0-bb3a-477c,43.0,Female,North,Standard,25.0,49.99,6.0,1.0,Mobile,1.0,0.0,0,2666.13
da917137-f9c3-4cd0,54.0,Male,East,Standard,56.0,52.11,12.0,4.0,Mobile,0.0,0.0,1,4990.62
270e8937-ef04-4835,45.0,Male,East,Standard,17.0,93.9,7.0,2.0,Tablet,,0.0,1,3229.9
3b7c717a-3da1-48aa,26.0,Female,East,Basic,46.0,68.68,8.0,0.0,Desktop,4.0,1.0,1,3862.78
171ea745-e7e3-41e1,63.0,MALE,South,Basic,55.0,28.47,10.0,1.0,Desktop,11.0,1.0,1,2471.85
9cc0c0b4-decc-4564,50.0,female,North,Standard,14.0,51.73,6.0,2.0,Desktop,7.0,0.0,1,1895.57
8a7206d9-d78e-4fde,48.0,Female,North,Basic,48.0,17.6,5.0,0.0,Desktop,4.0,0.0,0,1197.01
807df16e-96f7-4bbb,41.0,Female,North,Standard,11.0,78.71,2.0,3.0,Tablet,1.0,1.0,1,1418.37
0e819e63-979a-4a63,60.0,Male,South,Basic,36.0,76.27,8.0,1.0,Desktop,2.0,1.0,1,3554.15
d6982263-7e92-4d7c,51.0,Male,West,Standard,30.0,36.49,8.0,1.0,Desktop,,1.0,0,2146.1
584301b5-0288-4867,49.0,Female,South,Standard,11.0,77.86,5.0,6.0,Mobile,15.0,1.0,1,2098.3
96e43bc1-3c92-4e00,49.0,Male,East,Premium,15.0,82.79,5.0,3.0,Mobile,5.0,0.0,1,2905.48
58656c44-ffd6-405a,36.0,Female,West,Standard,13.0,35.16,13.0,1.0,Mobile,12.0,0.0,0,1838.38
277b5918-a036-4464,38.0,Male,East,Standard,69.0,71.18,6.0,0.0,Tablet,14.0,0.0,0,7147.63
ea71a840-3686-423c,18.0,Male,East,Standard,32.0,45.55,10.0,0.0,Mobile,,0.0,0,2319.44
56a8eefc-7adf-4bbf,61.0,Male,West,Standard,7.0,24.81,6.0,2.0,Mobile,8.0,0.0,0,1116.17
f3e3f273-5aa9-4d3b,41.0,Male,North,Premium,16.0,38.42,12.0,2.0,Desktop,6.0,1.0,1,2263.49
ef850a10-9632-49e0,43.0,Male,North,Basic,60.0,17.08,9.0,0.0,Tablet,,0.0,0,2877.15
0cc8f28e-5da2-4700,54.0,female,South,Basic,25.0,52.33,8.0,4.0,Mobile,2.0,1.0,1,2167.93
2801b4b4-0c14-4d3a,67.0,Male,South,Standard,57.0,76.21,5.0,0.0,Mobile,5.0,0.0,0,6778.95
1d4cb110-5463-44d8,34.0,Female,West,Basic,43.0,43.43,9.0,3.0,Desktop,4.0,0.0,1,2518.73
cff7a3be-57d5-4d63,28.0,Male,West,Standard,67.0,41.99,10.0,3.0,Mobile,1.0,0.0,0,4752.23
fbd4285a-a6a7-4627,32.0,Female,West,Standard,70.0,40.28,6.0,0.0,Desktop,7.0,0.0,0,3788.46
a5695d51-fc2d-4e93,45.0,Male,East,Standard,40.0,93.44,11.0,3.0,Desktop,16.0,1.0,0,5909.15
e774d840-2056-4cfc,50.0,Male,North,Basic,62.0,46.66,15.0,3.0,Mobile,,0.0,0,3520.07
